B,G,R,TONE
54,73,130,dark
50,82,131,dark
84,93,131,dark
93,92,71,dark
85,92,131,dark
68,108,161,dark
75,66,52,dark
52,48,47,dark
52,93,142,dark
51,95,142,dark
78,83,128,dark
39,83,137,dark
40,88,152,dark
52,76,58,dark
42,96,157,dark
39,95,150,dark
37,107,94,dark
45,85,133,dark
82,91,129,dark
54,102,154,dark
47,101,156,dark
60,93,138,dark
47,101,156,dark
57,104,156,dark
71,86,125,dark
61,75,128,dark
84,90,131,dark
60,60,60,dark
75,90,129,dark
42,67,131,dark
58,105,157,dark
86,96,144,dark
72,83,121,dark
41,91,143,dark
45,48,46,dark
39,91,151,dark
77,85,125,dark
48,97,159,dark
81,87,128,dark
79,79,63,dark
59,101,146,dark
48,48,48,dark
91,91,55,dark
51,103,156,dark
49,106,162,dark
52,93,138,dark
45,89,142,dark
75,91,128,dark
74,76,47,dark
45,100,157,dark
52,93,142,dark
66,82,141,dark
53,100,154,dark
85,87,68,dark
56,98,145,dark
87,82,143,dark
57,104,156,dark
33,82,60,dark
42,93,155,dark
40,91,154,dark
76,76,52,dark
73,88,127,dark
51,106,151,dark
46,92,139,dark
52,97,141,dark
52,93,142,dark
40,89,151,dark
41,101,155,dark
55,96,145,dark
52,52,52,dark
45,90,141,dark
49,45,50,dark
60,106,154,dark
49,95,143,dark
65,83,146,dark
43,90,158,dark
38,64,46,dark
74,80,127,dark
60,62,50,dark
41,86,130,dark
77,83,128,dark
72,82,122,dark
64,100,154,dark
52,94,139,dark
55,102,80,dark
44,96,143,dark
74,72,61,dark
73,73,49,dark
52,95,144,dark
80,86,129,dark
43,68,132,dark
44,92,150,dark
84,93,130,dark
59,79,137,dark
69,78,122,dark
60,58,48,dark
49,46,48,dark
47,98,161,dark
80,92,128,dark
93,88,150,dark
48,100,160,dark
68,70,48,dark
54,96,143,dark
39,93,153,dark
91,102,152,dark
52,99,161,dark
44,97,154,dark
71,98,142,dark
74,77,152,dark
49,105,164,dark
46,66,53,dark
77,83,126,dark
75,84,128,dark
62,85,133,dark
69,66,51,dark
49,95,143,dark
33,55,50,dark
68,83,122,dark
52,104,151,dark
37,66,50,dark
65,67,48,dark
71,80,123,dark
56,56,56,dark
58,105,159,dark
69,84,123,dark
32,88,137,dark
80,89,127,dark
93,91,61,dark
78,83,128,dark
52,93,142,dark
44,84,126,dark
82,91,129,dark
54,52,58,dark
71,91,49,dark
49,103,158,dark
52,96,143,dark
48,100,160,dark
31,69,57,dark
41,88,144,dark
88,82,87,dark
83,92,130,dark
44,86,128,dark
42,70,124,dark
86,97,135,dark
88,92,141,dark
86,87,71,dark
69,75,122,dark
43,94,157,dark
81,89,129,dark
76,84,124,dark
78,94,131,dark
79,85,128,dark
52,93,142,dark
49,68,125,dark
91,86,148,dark
90,101,153,dark
78,79,70,dark
81,89,129,dark
66,99,148,dark
71,80,123,dark
82,91,129,dark
48,82,142,dark
56,104,156,dark
64,67,52,dark
91,90,64,dark
47,105,157,dark
78,77,67,dark
44,110,98,dark
69,78,122,dark
38,85,59,dark
42,77,50,dark
51,104,161,dark
50,101,164,dark
61,81,139,dark
45,94,150,dark
58,103,154,dark
93,88,149,dark
64,64,64,dark
57,54,46,dark
48,103,148,dark
42,71,128,dark
68,76,53,dark
43,68,132,dark
56,98,145,dark
51,96,140,dark
46,100,155,dark
78,86,126,dark
43,67,125,dark
47,64,121,dark
40,94,147,dark
58,109,82,dark
45,89,136,dark
42,97,148,dark
45,102,154,dark
64,89,139,dark
92,87,148,dark
56,96,145,dark
36,95,80,dark
41,93,153,dark
71,100,151,dark
50,97,159,dark
67,86,131,dark
50,96,143,dark
75,78,93,dark
56,93,151,dark
64,100,148,dark
49,84,140,dark
47,99,152,dark
73,88,127,dark
65,94,133,dark
38,72,55,dark
59,104,155,dark
86,89,74,dark
54,97,148,dark
84,93,130,dark
59,99,151,dark
68,66,78,dark
34,73,47,dark
69,80,60,dark
74,90,127,dark
82,91,129,dark
93,79,61,dark
84,92,132,dark
81,87,130,dark
53,105,158,dark
46,98,151,dark
66,66,54,dark
48,104,159,dark
32,97,72,dark
34,90,139,dark
71,71,55,dark
45,61,120,dark
45,93,159,dark
51,68,125,dark
74,80,125,dark
67,63,164,dark
44,92,140,dark
38,83,127,dark
72,88,134,dark
92,88,147,dark
75,88,126,dark
72,87,126,dark
71,80,124,dark
59,100,149,dark
44,98,158,dark
63,91,138,dark
33,83,135,dark
83,89,130,dark
56,97,146,dark
68,77,120,dark
79,86,129,dark
53,73,131,dark
71,74,48,dark
35,88,61,dark
85,76,79,dark
52,92,141,dark
47,87,136,dark
84,92,139,dark
42,63,108,dark
74,88,124,dark
46,77,128,dark
53,93,142,dark
75,84,127,dark
93,88,149,dark
37,77,135,dark
63,63,63,dark
86,89,64,dark
85,93,133,dark
48,93,74,dark
77,108,161,dark
49,89,137,dark
46,100,155,dark
59,100,149,dark
92,100,147,dark
40,89,151,dark
72,103,154,dark
57,57,57,dark
80,86,127,dark
82,91,129,dark
50,71,133,dark
65,91,128,dark
53,89,143,dark
55,105,157,dark
55,96,145,dark
45,93,69,dark
47,94,138,dark
89,93,142,dark
78,86,126,dark
42,100,76,dark
78,84,129,dark
75,79,54,dark
65,63,53,dark
64,82,145,dark
54,86,135,dark
76,86,126,dark
65,65,65,dark
85,84,63,dark
89,93,58,dark
43,95,155,dark
41,95,150,dark
63,99,147,dark
84,90,131,dark
38,90,60,dark
47,104,149,dark
38,81,70,dark
78,85,128,dark
52,73,134,dark
71,82,120,dark
92,100,153,dark
86,85,51,dark
41,85,139,dark
33,77,70,dark
74,73,52,dark
61,62,46,dark
54,97,148,dark
54,74,132,dark
37,84,145,dark
50,71,133,dark
66,66,50,dark
82,89,128,dark
70,82,130,dark
60,93,138,dark
70,82,122,dark
46,99,150,dark
71,73,51,dark
58,113,164,dark
34,70,46,dark
54,54,54,dark
56,110,157,dark
90,88,58,dark
80,88,128,dark
43,94,156,dark
71,82,120,dark
47,93,140,dark
79,88,126,dark
52,91,135,dark
42,92,150,dark
43,92,154,dark
42,69,120,dark
55,55,55,dark
84,92,132,dark
75,91,138,dark
49,106,81,dark
52,55,60,dark
74,85,123,dark
47,93,134,dark
48,86,134,dark
77,85,125,dark
36,83,145,dark
51,93,138,dark
82,88,129,dark
52,96,143,dark
93,97,150,dark
57,102,153,dark
51,101,147,dark
40,97,152,dark
54,102,150,dark
77,90,128,dark
73,85,125,dark
63,88,132,dark
44,96,156,dark
53,94,143,dark
57,98,147,dark
56,94,142,dark
73,82,125,dark
76,84,131,dark
78,93,142,dark
83,83,53,dark
72,82,122,dark
71,80,124,dark
59,57,46,dark
54,100,148,dark
42,92,134,dark
56,97,146,dark
51,73,131,dark
50,101,163,dark
65,65,65,dark
58,103,154,dark
51,96,140,dark
52,103,159,dark
50,91,140,dark
64,83,140,dark
79,77,46,dark
52,93,142,dark
62,62,62,dark
44,91,147,dark
55,75,130,dark
53,53,53,dark
50,103,154,dark
62,63,47,dark
45,102,158,dark
89,83,60,dark
89,109,144,dark
70,85,131,dark
56,96,148,dark
31,84,70,dark
43,89,136,dark
89,93,82,dark
47,70,132,dark
42,88,136,dark
61,101,153,dark
67,85,150,dark
32,100,77,dark
49,102,153,dark
33,88,139,dark
51,103,163,dark
44,94,76,dark
61,85,73,dark
51,90,145,dark
88,96,143,dark
43,95,155,dark
78,85,128,dark
59,57,46,dark
79,85,132,dark
38,100,146,dark
58,104,158,dark
51,51,51,dark
59,108,164,dark
81,80,60,dark
55,95,144,dark
43,97,157,dark
47,93,140,dark
44,91,145,dark
82,88,129,dark
38,77,55,dark
50,95,139,dark
42,97,148,dark
50,50,50,dark
66,84,147,dark
59,108,154,dark
50,106,153,dark
42,95,145,dark
48,98,144,dark
48,107,152,dark
84,94,134,dark
71,93,134,dark
46,97,153,dark
52,104,164,dark
63,106,155,dark
90,92,63,dark
79,77,47,dark
77,83,128,dark
79,88,126,dark
42,103,159,dark
80,89,127,dark
49,104,149,dark
62,89,146,dark
47,87,135,dark
83,89,130,dark
46,96,149,dark
77,83,130,dark
85,91,132,dark
55,73,136,dark
42,107,91,dark
52,66,124,dark
90,96,47,dark
67,69,47,dark
66,94,88,dark
91,88,144,dark
57,103,157,dark
50,94,141,dark
76,84,124,dark
45,91,145,dark
81,78,57,dark
59,79,134,dark
75,91,128,dark
89,91,71,dark
48,99,162,dark
77,79,59,dark
43,102,147,dark
83,92,130,dark
82,83,67,dark
64,107,156,dark
32,83,56,dark
56,52,51,dark
45,96,159,dark
49,49,49,dark
55,103,155,dark
82,89,128,dark
87,101,153,dark
52,100,148,dark
92,87,148,dark
81,82,56,dark
87,86,60,dark
37,90,147,dark
52,73,134,dark
55,105,158,dark
58,76,135,dark
46,100,155,dark
49,91,138,dark
55,96,141,dark
76,75,47,dark
67,68,52,dark
39,90,152,dark
53,98,149,dark
42,93,156,dark
46,94,142,dark
66,84,145,dark
82,91,129,dark
42,69,49,dark
48,88,136,dark
74,83,126,dark
60,108,160,dark
64,87,137,dark
44,93,149,dark
79,78,52,dark
54,54,48,dark
87,81,68,dark
51,93,140,dark
46,100,153,dark
42,93,79,dark
47,98,161,dark
52,95,144,dark
54,95,140,dark
58,101,152,dark
54,92,140,dark
58,101,152,dark
79,87,127,dark
53,72,133,dark
85,95,142,dark
47,93,140,dark
57,102,153,dark
45,61,120,dark
84,113,157,dark
78,76,46,dark
49,96,148,dark
82,84,62,dark
46,102,83,dark
50,70,135,dark
60,60,60,dark
50,107,152,dark
61,72,46,dark
52,101,149,dark
33,83,73,dark
68,97,136,dark
49,50,46,dark
64,65,79,dark
42,94,154,dark
91,86,148,dark
41,98,149,dark
71,75,50,dark
82,78,50,dark
61,100,84,dark
43,78,52,dark
32,77,50,dark
54,103,147,dark
74,82,122,dark
52,73,135,dark
86,113,164,dark
32,70,48,dark
48,98,144,dark
56,99,148,dark
51,101,147,dark
55,96,145,dark
47,90,139,dark
45,112,107,dark
72,81,124,dark
53,67,120,dark
74,85,123,dark
53,94,143,dark
52,69,126,dark
77,77,59,dark
44,91,143,dark
34,64,119,dark
92,99,149,dark
83,91,131,dark
55,93,141,dark
71,81,121,dark
45,95,148,dark
70,70,56,dark
51,94,143,dark
77,84,127,dark
49,107,159,dark
83,78,63,dark
60,100,152,dark
51,95,142,dark
50,92,137,dark
52,70,123,dark
66,68,48,dark
91,93,63,dark
77,78,58,dark
83,89,130,dark
36,83,127,dark
58,102,155,dark
45,101,150,dark
45,100,157,dark
47,89,136,dark
53,105,158,dark
47,102,153,dark
64,90,136,dark
44,96,72,dark
89,98,136,dark
48,99,161,dark
53,108,159,dark
40,89,137,dark
52,106,161,dark
45,99,160,dark
43,109,84,dark
76,85,123,dark
43,99,148,dark
69,100,151,dark
48,86,64,dark
60,100,149,dark
92,100,153,dark
38,77,61,dark
34,93,62,dark
74,88,130,dark
41,106,84,dark
78,106,147,dark
40,91,154,dark
92,83,93,dark
45,104,149,dark
59,103,157,dark
43,104,160,dark
88,77,55,dark
52,95,146,dark
76,87,125,dark
52,94,141,dark
46,104,163,dark
73,76,61,dark
48,100,160,dark
38,58,113,dark
56,89,138,dark
80,89,127,dark
52,93,142,dark
93,97,150,dark
77,78,58,dark
46,104,163,dark
88,89,57,dark
75,80,125,dark
69,72,56,dark
40,88,146,dark
58,98,150,dark
72,100,154,dark
71,80,123,dark
49,95,142,dark
59,100,149,dark
57,97,149,dark
37,88,68,dark
80,92,132,dark
82,90,130,dark
51,68,124,dark
51,98,154,dark
76,86,126,dark
51,93,140,dark
48,103,148,dark
59,59,59,dark
48,94,142,dark
81,87,128,dark
41,81,63,dark
48,85,135,dark
78,86,126,dark
84,92,132,dark
48,90,137,dark
77,90,128,dark
40,84,137,dark
43,95,155,dark
51,101,154,dark
54,99,150,dark
42,89,145,dark
46,67,128,dark
52,72,129,dark
58,81,126,dark
81,89,129,dark
42,93,156,dark
89,112,144,dark
49,91,136,dark
47,74,130,dark
48,90,143,dark
70,73,48,dark
40,93,150,dark
53,101,159,dark
49,101,154,dark
92,87,148,dark
69,95,142,dark
54,98,145,dark
55,80,144,dark
54,90,68,dark
48,92,139,dark
80,90,130,dark
79,94,143,dark
84,93,131,dark
47,99,159,dark
54,94,142,dark
43,89,136,dark
52,104,157,dark
88,83,144,dark
67,68,52,dark
83,91,131,dark
84,97,135,dark
46,90,137,dark
52,95,146,dark
85,91,132,dark
61,98,148,dark
58,105,159,dark
57,84,121,dark
61,101,153,dark
36,87,67,dark
79,86,125,dark
55,102,154,dark
49,88,140,dark
93,88,150,dark
62,103,82,dark
41,86,60,dark
31,79,51,dark
75,99,75,dark
79,85,130,dark
73,85,125,dark
50,107,152,dark
79,95,132,dark
41,93,153,dark
48,101,164,dark
38,86,144,dark
50,98,156,dark
53,93,141,dark
92,95,110,dark
59,106,160,dark
83,81,93,dark
53,53,53,dark
56,96,148,dark
47,105,157,dark
67,88,133,dark
87,84,153,dark
47,67,132,dark
51,100,156,dark
84,93,130,dark
49,104,149,dark
50,50,50,dark
59,59,59,dark
77,81,92,dark
76,75,55,dark
32,60,47,dark
75,75,69,dark
47,91,138,dark
92,87,148,dark
82,88,129,dark
53,102,158,dark
57,102,146,dark
42,96,151,dark
43,96,153,dark
53,94,143,dark
77,85,125,dark
79,80,70,dark
42,70,50,dark
46,102,151,dark
78,90,132,dark
68,77,121,dark
78,86,126,dark
51,103,156,dark
51,92,141,dark
50,107,152,dark
87,91,66,dark
84,90,131,dark
44,97,154,dark
58,58,58,dark
77,84,127,dark
58,98,150,dark
80,86,127,dark
53,95,142,dark
47,72,136,dark
80,57,55,dark
32,82,134,dark
58,56,46,dark
80,86,129,dark
92,69,53,dark
75,91,128,dark
59,100,145,dark
93,99,152,dark
46,100,155,dark
63,63,63,dark
73,68,53,dark
77,79,60,dark
93,87,152,dark
36,90,60,dark
71,71,53,dark
48,72,60,dark
55,106,162,dark
77,89,125,dark
39,95,150,dark
54,107,158,dark
62,82,147,dark
72,62,162,dark
51,93,140,dark
91,84,64,dark
38,96,71,dark
34,79,53,dark
69,69,53,dark
36,64,118,dark
93,88,150,dark
45,99,159,dark
31,85,68,dark
50,94,141,dark
56,96,138,dark
78,81,125,dark
74,89,128,dark
80,87,130,dark
45,95,137,dark
92,98,151,dark
51,71,126,dark
48,90,137,dark
80,85,130,dark
52,105,162,dark
47,104,160,dark
91,90,62,dark
31,84,57,dark
71,82,120,dark
88,83,144,dark
52,99,150,dark
48,99,149,dark
59,106,162,dark
43,97,152,dark
71,83,123,dark
45,87,70,dark
91,87,69,dark
44,73,58,dark
57,88,143,dark
92,87,148,dark
55,76,131,dark
51,103,149,dark
76,84,124,dark
64,98,144,dark
63,88,138,dark
81,89,136,dark
40,96,75,dark
56,99,148,dark
77,85,125,dark
60,107,159,dark
44,85,140,dark
79,91,131,dark
52,93,142,dark
49,99,152,dark
56,103,159,dark
67,82,85,dark
54,98,151,dark
45,88,139,dark
44,87,144,dark
45,104,89,dark
81,89,129,dark
57,102,153,dark
57,54,46,dark
43,92,138,dark
40,94,149,dark
72,74,55,dark
54,101,155,dark
46,90,143,dark
49,73,127,dark
77,86,124,dark
91,98,147,dark
78,83,128,dark
60,103,154,dark
44,99,150,dark
49,64,120,dark
87,92,141,dark
66,108,161,dark
78,86,126,dark
56,105,161,dark
79,88,126,dark
47,89,136,dark
78,87,130,dark
50,70,125,dark
46,89,132,dark
51,89,137,dark
46,97,159,dark
57,98,143,dark
50,108,160,dark
74,83,127,dark
44,97,154,dark
57,54,46,dark
46,99,149,dark
52,70,123,dark
85,110,152,dark
63,63,63,dark
62,86,68,dark
80,91,129,dark
82,90,130,dark
67,69,50,dark
52,104,157,dark
48,84,68,dark
56,79,141,dark
44,90,71,dark
52,52,52,dark
81,86,131,dark
45,100,157,dark
53,90,140,dark
73,84,122,dark
74,71,80,dark
31,76,59,dark
63,93,152,dark
82,92,132,dark
51,99,157,dark
54,98,75,dark
43,94,156,dark
67,95,149,dark
70,77,50,dark
51,84,130,dark
93,87,152,dark
52,94,137,dark
92,87,148,dark
58,105,156,dark
70,84,132,dark
43,106,80,dark
93,86,147,dark
66,94,141,dark
61,104,155,dark
53,96,147,dark
62,86,54,dark
91,89,55,dark
55,55,55,dark
91,99,152,dark
93,86,147,dark
76,82,127,dark
42,103,159,dark
52,97,148,dark
58,57,47,dark
57,108,164,dark
59,104,155,dark
62,107,158,dark
31,96,64,dark
66,85,136,dark
86,94,134,dark
66,89,137,dark
63,86,136,dark
77,83,130,dark
54,111,163,dark
64,100,148,dark
53,94,143,dark
88,87,49,dark
63,63,51,dark
62,111,157,dark
42,87,70,dark
62,87,131,dark
50,101,163,dark
70,82,122,dark
91,99,152,dark
56,105,161,dark
84,89,138,dark
47,94,150,dark
51,93,140,dark
52,95,144,dark
74,87,125,dark
54,96,143,dark
55,96,145,dark
82,92,132,dark
57,57,57,dark
80,89,127,dark
56,102,149,dark
90,92,56,dark
48,100,160,dark
91,93,147,dark
78,80,68,dark
44,104,158,dark
44,94,152,dark
46,100,155,dark
92,94,52,dark
73,78,57,dark
43,98,155,dark
40,112,89,dark
37,89,142,dark
58,105,159,dark
48,102,149,dark
43,89,136,dark
55,102,156,dark
57,101,155,dark
61,87,123,dark
62,67,46,dark
81,109,133,dark
53,101,149,dark
49,88,140,dark
64,66,46,dark
60,78,137,dark
40,96,83,dark
43,87,134,dark
59,102,153,dark
45,94,150,dark
82,91,129,dark
51,97,145,dark
56,105,161,dark
92,98,151,dark
56,99,148,dark
51,97,144,dark
43,79,62,dark
54,98,92,dark
57,98,147,dark
66,105,160,dark
52,94,136,dark
52,104,164,dark
44,96,149,dark
92,87,148,dark
43,92,154,dark
77,93,59,dark
79,85,68,dark
40,91,153,dark
40,87,131,dark
66,109,158,dark
76,87,131,dark
91,85,150,dark
44,91,147,dark
70,87,126,dark
42,93,155,dark
51,100,162,dark
85,84,56,dark
36,93,145,dark
70,82,122,dark
41,101,153,dark
64,64,64,dark
89,62,71,dark
77,84,123,dark
54,96,143,dark
48,90,137,dark
88,89,69,dark
47,88,133,dark
53,71,130,dark
50,92,151,dark
57,76,143,dark
81,87,128,dark
77,79,59,dark
52,93,142,dark
52,101,147,dark
49,107,159,dark
45,100,157,dark
47,80,129,dark
82,84,54,dark
84,94,134,dark
56,106,158,dark
39,88,72,dark
43,70,54,dark
55,102,158,dark
93,88,149,dark
84,83,57,dark
47,100,151,dark
43,87,134,dark
50,102,148,dark
78,86,126,dark
88,96,149,dark
58,101,152,dark
40,81,53,dark
52,101,147,dark
48,97,159,dark
47,64,51,dark
62,93,132,dark
60,74,132,dark
86,88,59,dark
62,107,158,dark
42,92,134,dark
46,71,135,dark
48,99,161,dark
50,100,153,dark
53,94,143,dark
65,65,65,dark
40,92,132,dark
93,99,152,dark
78,86,126,dark
53,102,146,dark
80,92,132,dark
79,86,129,dark
44,95,158,dark
81,88,127,dark
50,94,141,dark
59,76,139,dark
59,99,151,dark
62,64,52,dark
93,97,148,dark
69,83,131,dark
60,58,47,dark
74,86,126,dark
67,76,120,dark
55,55,55,dark
49,112,96,dark
42,95,152,dark
43,97,158,dark
39,81,124,dark
93,88,150,dark
50,102,155,dark
50,101,157,dark
44,93,149,dark
79,81,69,dark
47,101,154,dark
64,65,55,dark
76,82,129,dark
41,87,141,dark
54,104,157,dark
48,48,48,dark
66,66,66,dark
62,79,142,dark
48,80,133,dark
53,70,127,dark
43,100,145,dark
84,93,131,dark
93,94,62,dark
83,93,133,dark
78,77,51,dark
44,96,156,dark
80,89,127,dark
48,95,149,dark
73,87,46,dark
57,103,84,dark
70,76,51,dark
80,87,130,dark
81,91,139,dark
82,88,129,dark
54,98,145,dark
72,87,126,dark
76,87,125,dark
50,101,151,dark
47,95,153,dark
50,66,125,dark
67,81,129,dark
63,81,146,dark
56,114,96,dark
75,86,124,dark
38,97,59,dark
59,92,138,dark
48,105,161,dark
57,74,131,dark
52,97,70,dark
47,63,122,dark
73,82,125,dark
70,69,48,dark
80,88,128,dark
48,101,164,dark
48,104,163,dark
39,92,142,dark
82,91,129,dark
60,60,60,dark
58,110,156,dark
56,56,56,dark
56,97,146,dark
77,89,129,dark
44,94,154,dark
79,85,132,dark
93,92,58,dark
61,96,86,dark
55,101,149,dark
93,87,152,dark
54,93,145,dark
56,56,56,dark
46,86,128,dark
74,75,55,dark
43,87,141,dark
47,92,143,dark
47,95,143,dark
67,82,121,dark
45,92,143,dark
74,74,60,dark
41,103,85,dark
43,91,157,dark
46,103,154,dark
57,91,145,dark
85,94,132,dark
65,70,49,dark
75,81,126,dark
57,75,128,dark
73,81,121,dark
55,104,160,dark
63,63,63,dark
70,82,130,dark
62,102,154,dark
53,108,159,dark
53,100,154,dark
85,69,57,dark
53,99,147,dark
86,83,55,dark
81,87,128,dark
45,99,154,dark
47,85,133,dark
47,87,135,dark
49,65,124,dark
44,95,158,dark
83,92,130,dark
61,61,61,dark
50,97,159,dark
50,102,155,dark
80,87,126,dark
84,90,131,dark
79,85,126,dark
56,99,142,dark
44,99,144,dark
66,66,66,dark
54,103,149,dark
36,70,60,dark
81,78,50,dark
44,90,148,dark
76,75,49,dark
81,85,96,dark
85,89,138,dark
81,89,129,dark
50,106,155,dark
49,92,141,dark
46,97,147,dark
74,84,124,dark
60,58,48,dark
83,93,133,dark
79,87,127,dark
81,89,129,dark
84,93,131,dark
51,51,51,dark
49,49,49,dark
80,88,128,dark
84,97,153,dark
51,93,140,dark
74,85,129,dark
78,107,144,dark
38,103,71,dark
67,86,137,dark
68,67,47,dark
62,107,158,dark
53,89,137,dark
50,98,156,dark
48,98,151,dark
52,72,129,dark
63,63,63,dark
68,86,139,dark
40,88,154,dark
84,91,141,dark
51,87,65,dark
52,93,142,dark
74,95,146,dark
49,106,158,dark
90,85,146,dark
52,106,153,dark
48,68,123,dark
51,93,140,dark
66,81,143,dark
79,72,79,dark
44,94,154,dark
59,106,162,dark
56,92,140,dark
52,93,142,dark
52,96,143,dark
75,83,123,dark
72,82,46,dark
80,87,126,dark
37,91,144,dark
66,84,145,dark
90,101,153,dark
84,90,127,dark
39,64,50,dark
53,104,154,dark
74,78,53,dark
40,94,154,dark
40,68,49,dark
51,98,152,dark
74,85,123,dark
49,101,154,dark
56,103,157,dark
54,74,139,dark
84,91,140,dark
83,93,133,dark
39,90,153,dark
91,97,150,dark
81,93,133,dark
57,105,157,dark
75,83,123,dark
72,82,122,dark
46,95,141,dark
66,67,51,dark
55,87,136,dark
75,87,127,dark
43,94,157,dark
80,86,129,dark
60,60,48,dark
88,91,142,dark
59,60,51,dark
41,95,78,dark
43,94,134,dark
44,96,156,dark
78,85,124,dark
55,100,151,dark
73,83,123,dark
64,66,47,dark
77,85,125,dark
91,93,71,dark
82,91,129,dark
83,91,131,dark
80,86,129,dark
66,75,55,dark
65,99,145,dark
83,92,130,dark
74,103,148,dark
58,81,126,dark
49,104,161,dark
59,106,157,dark
49,103,158,dark
63,106,163,dark
51,104,161,dark
59,99,151,dark
56,99,148,dark
57,92,136,dark
57,106,162,dark
45,104,160,dark
57,107,159,dark
52,90,138,dark
48,75,126,dark
50,105,156,dark
44,101,70,dark
41,103,149,dark
51,93,140,dark
54,88,71,dark
52,93,142,dark
58,85,81,dark
82,79,64,dark
71,94,132,dark
82,78,59,dark
61,101,153,dark
62,59,51,dark
45,68,124,dark
50,92,139,dark
93,74,53,dark
54,105,161,dark
74,87,125,dark
51,98,142,dark
50,107,152,dark
49,96,150,dark
57,99,146,dark
43,96,153,dark
57,103,151,dark
47,92,149,dark
46,87,136,dark
65,65,49,dark
92,98,151,dark
86,94,147,dark
44,60,119,dark
46,90,137,dark
58,105,157,dark
85,85,61,dark
82,90,130,dark
72,84,124,dark
88,89,73,dark
52,103,159,dark
42,83,122,dark
45,100,151,dark
57,104,155,dark
58,91,147,dark
79,85,128,dark
34,83,145,dark
43,90,142,dark
80,86,129,dark
54,85,136,dark
82,91,129,dark
43,97,150,dark
47,50,48,dark
33,108,94,dark
37,91,138,dark
91,88,144,dark
77,86,124,dark
80,89,127,dark
46,94,142,dark
45,100,157,dark
55,104,160,dark
58,99,148,dark
49,90,135,dark
58,73,135,dark
76,74,50,dark
73,87,136,dark
79,88,126,dark
45,99,159,dark
56,74,135,dark
62,76,135,dark
83,92,130,dark
67,76,119,dark
53,85,134,dark
69,80,118,dark
49,92,141,dark
74,83,126,dark
50,102,155,dark
80,96,133,dark
65,82,49,dark
79,78,50,dark
72,90,127,dark
46,89,132,dark
73,89,126,dark
48,89,138,dark
54,54,54,dark
78,86,126,dark
53,105,158,dark
57,100,149,dark
58,58,58,dark
52,71,132,dark
43,79,62,dark
49,102,152,dark
80,87,126,dark
81,89,129,dark
73,88,127,dark
54,54,68,dark
79,87,127,dark
83,93,133,dark
92,79,57,dark
65,87,139,dark
48,102,155,dark
80,77,56,dark
73,73,59,dark
84,88,136,dark
80,88,128,dark
56,101,152,dark
72,75,49,dark
46,90,137,dark
84,94,142,dark
49,100,156,dark
57,57,57,dark
79,87,127,dark
49,103,156,dark
57,54,46,dark
41,64,49,dark
48,95,149,dark
83,84,68,dark
54,104,157,dark
91,84,67,dark
77,85,125,dark
72,84,124,dark
49,75,129,dark
51,98,152,dark
46,103,164,dark
54,54,54,dark
53,106,163,dark
77,90,128,dark
37,82,125,dark
46,88,70,dark
91,104,156,dark
72,74,62,dark
44,97,154,dark
51,97,161,dark
58,58,58,dark
62,79,142,dark
79,96,147,dark
45,61,120,dark
42,93,155,dark
62,96,155,dark
54,88,141,dark
73,49,83,dark
69,78,121,dark
50,106,155,dark
50,108,160,dark
79,87,127,dark
44,90,137,dark
54,54,54,dark
81,86,131,dark
81,87,130,dark
36,82,63,dark
76,75,47,dark
51,98,149,dark
51,94,143,dark
55,97,144,dark
62,63,47,dark
52,106,159,dark
79,89,129,dark
67,98,149,dark
57,54,46,dark
81,106,150,dark
89,90,58,dark
58,104,158,dark
58,104,158,dark
38,93,150,dark
44,99,156,dark
47,67,124,dark
53,67,120,dark
73,83,123,dark
82,91,129,dark
79,87,127,dark
59,74,136,dark
70,81,119,dark
47,61,119,dark
87,89,77,dark
48,83,56,dark
58,101,152,dark
86,95,133,dark
55,96,145,dark
48,105,150,dark
58,100,153,dark
59,108,154,dark
70,85,124,dark
45,102,154,dark
50,77,134,dark
44,94,152,dark
31,68,48,dark
57,54,46,dark
57,57,57,dark
77,85,125,dark
46,67,112,dark
37,106,85,dark
78,87,125,dark
83,89,130,dark
73,74,48,dark
51,100,148,dark
72,63,49,dark
54,108,163,dark
42,81,56,dark
45,92,143,dark
93,97,148,dark
48,98,151,dark
64,87,137,dark
78,78,48,dark
54,97,148,dark
58,78,143,dark
47,92,136,dark
45,100,151,dark
48,102,163,dark
82,94,128,dark
48,102,155,dark
51,104,147,dark
52,104,150,dark
73,83,123,dark
47,101,156,dark
47,88,137,dark
82,91,129,dark
64,87,132,dark
81,90,127,dark
50,90,139,dark
61,90,57,dark
43,93,153,dark
79,87,127,dark
60,60,60,dark
52,99,153,dark
50,96,143,dark
31,76,50,dark
32,65,51,dark
42,93,149,dark
51,100,148,dark
71,82,120,dark
77,87,127,dark
62,107,158,dark
71,67,49,dark
92,87,149,dark
56,90,143,dark
71,69,58,dark
48,101,158,dark
64,98,144,dark
59,103,157,dark
76,87,131,dark
51,93,140,dark
74,85,129,dark
93,89,148,dark
44,65,120,dark
47,91,138,dark
50,90,138,dark
87,112,138,dark
58,99,148,dark
59,100,149,dark
61,79,132,dark
45,86,125,dark
71,70,72,dark
33,80,141,dark
79,85,126,dark
44,97,154,dark
41,99,151,dark
44,64,111,dark
67,68,48,dark
52,101,149,dark
58,104,91,dark
62,80,141,dark
51,102,164,dark
89,90,64,dark
49,91,136,dark
47,101,161,dark
43,97,157,dark
